"","X","Date","MXX","NAFTRACISHRS.MX","DIABLOI10.MX","ALFAA.MX","AC.MX","ASURB.MX","BIMBOA.MX","BOLSAA.MX","CEMEXCPO.MX","FEMSAUBD.MX","CHDRAUIB.MX","GFNORTEO.MX","GMEXICOB.MX","PINFRA.MX","WALMEX.MX","DJI","IXIC","AAPL","AMZN","AZO","BAC","DELL","GM","GOOGL","MSFT","TSLA","QQQ","IDU","WM","SPGSCI","GLD","DBA","DBE","GSG"
"11",11,"2016-11-11",-0.0374539538857235,-0.0372963617687732,0.0308428156569498,-0.118366450209983,-0.0557649708211798,-0.0247057762855283,0.00522097612821737,-0.0104531562850974,-0.0268902089970595,-0.0161251119419701,-0.0407492310211235,-0.142981250397412,0.163924833794054,-0.113249364677788,-0.0385201560146373,0.139161799643096,0.124019330794864,0.083144740018418,0.0654462636163382,0.112156174489291,0.226023663994527,0.0977607097298527,0.174732353245795,0.0748761763069128,0.0921852299119061,0.0763678971222861,0.105659686460888,0.0518692417518158,0.151684128200263,0.0929161985155869,0.0265252048491211,0.075095925793824,0.0603192289925438,0.0726429870239782
"12",12,"2016-11-18",-0.0137468356589885,-0.0118476953778952,0.0150718610061218,-0.0370414234972789,0.00785332813873652,0.087120974450051,-0.070095049225519,-0.0223134774335176,0.0313024311468171,-0.0448523805219878,0.0312204523658957,-0.0352155452644602,-0.0495087256598001,0.0126185990364469,0.00178253062011624,-0.00457689297496522,0.0103355049657701,0.00926889049095081,0.0225657010171316,0.00084407949968579,0.0445897237773565,0.0505226979006625,-0.0360929828817191,-0.00019853542324455,0.0233654572571655,-0.024604090614524,0.00738895002879314,0.000907069184878928,0.0132485210335975,0.0182904756912627,-0.0224443733502424,-0.00664349796150532,0.0310574220396651,0.0198997133067351
"13",13,"2016-11-25",0.0221510902205715,0.0182716562931176,-0.0211647909756842,0.0700267157756094,0.0130455971964816,0.00110645994924852,0.0424790247131321,-0.00430723642335895,0.0394625617139059,0.0193480355624329,-0.0216487186468211,0.0567148675253586,0.0985892438438971,-0.0024778252319626,-0.0113712730102606,0.0175435030471061,0.0170345160241592,0.018189236575167,0.028831927402547,0.0576155823671431,0.0446936986337061,0.00643213319313141,0.0397714651604941,0.00806756296231637,0.00557088489853452,0.0635541521878862,0.0151290439829275,0.0222667789037327,0.0188602167002854,0.0175754048480758,-0.0197124618382052,0.00951316800523383,0.025791599711094,0.0233977862448711
"14",14,"2016-12-02",-0.0178530390477825,-0.017147742521598,0.0181685368885032,0.0258550610036195,-0.0156564336306753,-0.0570952049459157,-0.0681548341420894,-0.0144932130244015,-0.0232426748126304,-0.0385100125689188,-0.0391177124571471,-0.00996138941381108,0.0104019067700283,-0.0311334130680825,-0.00186306439560813,-0.00231591720167934,-0.0301651370896447,-0.0203209597990384,-0.055928592877172,-0.0212510659947238,0.0180150658889238,0.00740316948506692,0.0300380118492658,-0.0236889339928235,-0.0246432349433574,-0.0836050450317334,-0.0297108449193102,-0.0128457291732129,0.000284964949385014,0.0532964903813529,-0.00745232968948706,-0.0342877726396376,0.0837415032704296,0.0469246573174624
"15",15,"2016-12-09",0.0515745592868964,0.0512260307341372,-0.0723206866198374,0.0677478715892321,0.0135398002636906,0.0567373954181605,0.042926912702963,0.0162901585177715,0.103378383697742,0.0203980289194803,0.0172534529098609,0.0453625962497997,0.0696144566670727,0.0266021699409524,0.0516662028698649,0.0187904261896783,0.0239608962633593,0.0248471409683964,0.0261978514675008,0.0130605298399242,0.0726432007474518,0.0115231557684812,0.0610523870882806,0.0458438121008626,0.033543361813825,0.0460007800952749,0.0209743395159698,0.0152101051155018,-0.00919738659034763,0.000109640989075288,-0.0269792963083217,-0.00526241149083173,-0.0166104286922488,-0.00483513002936498
"16",16,"2016-12-16",-0.0389483870900804,-0.0387257653944602,0.0395308399490264,-0.0436593996504202,-0.00156690988940955,-0.0282174054650364,-0.0345863291922202,-0.0199464701003924,-0.0947522916495562,-0.0349348393923288,0.00157777963771499,0.00407762074198281,-0.109765602219763,-0.0108024514150431,-0.0538004268043082,0.00613515680473142,0.000414403385324391,0.0193354256877889,-0.0125053552734586,-0.00872596057228847,-0.0170351853468889,0.0465132231289971,-0.0330908153482534,0.00224520365769187,0.00707409545999926,0.0540214856315879,0.00555285590248378,0.0189450513095339,0.00262015108846025,0.00844456315214437,-0.0197526027398194,0.0187895353224317,0.0145120967468788,0.0050007424908447
"17",17,"2016-12-23",0.00115506913795649,0.00133008296967141,-0.00466197165072257,-0.0221855854688342,-0.0117860896289486,-0.0115815865869422,-0.026804071090166,-0.0129033008501058,-0.0154562302235859,0,-0.00210444270749122,-0.0083721827894232,-0.00159054143692527,-0.0231067237968041,0.00213422393444329,0.0159370544775221,0.0160761491967332,0.016123004103072,0.0151062198178025,0.0127749362874425,0.00874037825756169,0.00517108201485605,-0.00748207673282586,0.00886948393059139,0.026367447395713,0.0635883481511987,0.0163958862741556,0.015225553043356,0.023306656340031,0.00739354837379302,0.0102804724269507,-0.00816285572004727,0.0202936770865403,0.00685651476177096
"18",18,"2016-12-30",0.0103365330534722,0.010796163924963,-0.0101762219429089,-0.0230778262946583,0.00882939920475412,0.0113139794117316,0.0539727271677686,0.0125370997795788,0.0300728129880308,0.00815134616743407,-0.0229037813296249,0.0236397520409568,-0.00194707480907574,-0.00897788068377636,-0.0128723408384483,-0.00501781779847121,-0.0110649263608931,-0.00241716450042428,-0.010586319517838,-0.00399772746820659,-0.018764049557884,-0.0165616777370268,-0.0204960932413467,-0.0155766892543783,-0.0139387377975604,0.00524749646300471,-0.010804740643465,0.00221365197386181,0.00346769278447656,0.0195814485767372,0.0190539969678829,0.0146859527817087,0.023353082974781,0.0209888284245441
"19",19,"2017-01-06",0.00934803423034225,0.00981436928266222,-0.00789896545209956,0.00697957182434994,-0.0286283743927971,0.0113856650732229,0.0128923405927934,-0.010683531130256,0.0286074354298638,0.0150443749159983,0.00456941814482503,-0.0491861910582436,0.030884097503117,-0.0393225736875591,-0.0141350622716301,0.0339051765711424,0.0490774747088416,0.041659996331509,0.0834625057799103,0.0277183755005286,0.049681733526179,0.0563484152077036,0.0562507136790504,0.0642841128903857,0.0349775983684868,0.0930150106502712,0.0524785889832362,0.029178940423475,0.013569657450728,0.0237254704303425,0.0431113634562097,0.0421340908048586,0.00992198827435065,0.0180157210675231
"20",20,"2017-01-13",0.00240335223104182,0.00260069042965005,-0.00158726257457387,0.00923068785124759,0.046784009391037,0.00742036406683333,-0.0235855775774776,0.0406443826544072,0.00410436183945961,0.0126030949251055,0.0233246429422551,0.014880180149607,0.0614733188960481,0.0359640343031549,-0.0118408565396346,0.00797123557191881,0.0214540925079518,0.0214272690192692,0.0381132856155091,-0.00476989554051421,0.0263348345490853,0.0358989326394639,0.048713731611354,0.0188092097481167,0.00965912789423129,0.0493435701753535,0.0219269603183339,0.00541887718438083,0.00617453784829358,0.0160748416682175,0.0336641131358775,0.0308818977537078,-0.00514160580328671,0.0138131725710986
"21",21,"2017-01-20",0.00322485145793827,0.00280971891139981,-0.00238566572699961,-0.024022868592926,0.0227290663748025,-0.0140298489880601,-0.0261395160657738,0.00531990296319496,0.10172608066202,-0.000740602953605674,-0.0387282978537571,-0.00446132103746244,-0.015140833508466,-0.0215769823123519,-0.0289465843045811,0.00199649848869399,0.00156501994405822,0.0129739669441005,-0.00589835047622511,-0.00769212624541282,-0.0112688634193372,0.0235063244182836,-0.00393563762304705,0.00160253869823368,0.00557947962474703,0.0338774371057156,0.00567227651750102,0.00691174602501299,0.00307715138211151,0.00384063234107934,0.0122696489506042,0.00975412204591208,-0.000299872451735794,0.00173349017440838
