"","Date","MXX","NAFTRACISHRS.MX","DIABLOI10.MX","ALFAA.MX","AC.MX","ASURB.MX","BIMBOA.MX","BOLSAA.MX","CEMEXCPO.MX","FEMSAUBD.MX","CHDRAUIB.MX","GFNORTEO.MX","GMEXICOB.MX","PINFRA.MX","WALMEX.MX","DJI","IXIC","AAPL","AMZN","AZO","BAC","DELL","GM","GOOGL","MSFT","TSLA","QQQ","IDU","WM","SPGSCI","GLD","DBA","DBE","GSG"
"1",2016-08-18,0.36919980644774,0.310863349780943,-0.406836378275499,1.90385833957318,-0.999422481543721,1.3810783756161,0.870205779833566,4.17911259753756,-0.632107542439686,1.99452124459172,0.409651018656554,1.38835956991068,-2.08164898472385,2.88884922026562,0.987597604243207,0.364467094190712,0.456509636205626,0.107730283257723,0.213961725117096,0.503960072730281,0.302395618985241,-0.346514932698505,-0.707889908911885,-0.0960348032896352,0.30593060929609,0.357480841319413,0.261884594833828,1.46909993823534,-0.514650818395879,1.79849024563574,0.712075106811172,0.91091927421767,1.7821065305762,1.50844566305304
"2",2016-08-19,-0.288292694020542,-0.20662047802027,0.326797080073593,-1.42495827759892,-0.159837341704061,-0.869026945393148,-0.862698527385708,-0.802301894048707,0.318064279520502,-1.02719777814809,1.84668086125952,-0.812189830148624,0.625260724867416,0.74335610727394,-0.773259503473023,-0.24265854458223,-0.0337780323890757,0.256714889584919,-0.935295955161364,0.702729611527597,0.39580545529645,1.75436735529315,0.887467194331348,-0.386182455942441,0.0347071730042003,0.66663330022716,-0.025572638780369,-1.15188552279176,0.0770199349987122,-0.0890003457786448,-0.882967534861145,-0.382040997604449,0,-0.0659645711245993
"3",2016-08-22,-0.00828200887242891,0,0,0.256991818279384,-0.547673696043738,0.172610597839129,1.08773803528459,-0.317746872099789,0,-0.37739473638253,-2.31920431715221,0.818840368345475,0.393589676464257,-1.3534741295254,-0.297987340430117,1.58403115112806,1.83172351506022,0.920401763878131,2.0023854530907,1.29713019138857,1.44361167373734,2.06167762073144,1.83877402027062,1.36752431837122,1.79919677475318,0.775211204872917,1.78901329467958,2.02756477468555,2.55632259868515,0.0525560674134118,1.55993425576209,2.24728816115074,-0.646857766195297,-0.0345808345366683
"4",2016-08-23,-1.29922642542024,-1.34573024400743,1.30293038185105,-1.50593807942985,-1.93171501908133,-2.1760283871648,-1.79339440956082,-0.318735042971274,-1.26822980706982,-1.23118703295949,0.906530688412399,-2.65369654376106,-2.50419302436163,-3.39372721272239,-0.781593745090048,-0.232799544886497,-0.0347925767351209,-0.0166854579751852,0.0607947984303303,-0.554624639968992,0.787230874457201,2.75364773275517,-0.235151875521833,-0.3740061280604,0.0512400351475595,0.524966291365203,-0.150639832029276,-0.733437761971523,-0.678911457621256,0.390379418563236,-0.34457970285251,-0.23390494354959,0.812911016927886,0.340396500073181
"5",2016-08-24,0.162778105898131,0.272813867949107,-0.160767723182986,-0.52047703594944,1.89201386535227,0.839346659308915,0.785248887789591,0.523265673605122,-1.28452047865808,0.609151767700045,-1.60427249861099,0.892508087275656,-1.20992520466684,-0.176973458505436,1.36701157516868,-0.926986035674227,-1.37540235241718,-1.32314980793661,-1.2522471730763,-2.05630876843507,-0.250288998169701,0.751521728732385,-0.94816891676962,-0.947333398512651,-0.471067655501511,-1.55584373701902,-1.21689175601613,-0.558271250008313,-0.558906216485633,-2.06676846328431,-1.67922751977879,-1.75836924158669,-1.70032737638649,-1.83437698132319
"6",2016-08-25,-0.0197097713666494,-0.0418674352651305,0,-0.359720902636684,0.483284618695712,-0.256894863458246,-0.308015956070407,-0.549463585261589,-3.44827403519108,-1.31188617376097,-0.956529591838862,0.0384604651224585,0.837980627149504,-0.0398921876217262,0.457159235884497,1.06363023739788,1.13827140481049,0.813687533030127,1.50818356785263,0.714546270501382,2.09949376208329,0.822933244027091,0.480186812984518,0.95136021088853,1.62914713161282,0.489850626064947,1.08007975823283,1.20434023692466,1.12072537067802,1.70128314374471,1.15665039145088,0.854278647677642,2.32187460428375,1.7236536402468
"7",2016-08-26,-0.763873516719171,-0.649079131273478,0.805156045534949,-0.196922291343338,-1.32479083596971,-1.81324340976893,-3.03527025125032,-0.116326083507468,4.64959145364148,-2.48820156796488,0.417033239380982,0.665421305636493,-1.25719035300581,-0.713880339324136,-2.25256606227948,-0.287340563094762,0.128923032705908,-0.585687675530411,1.28817008680719,-2.53282677692603,1.67414310207992,0.748735736517103,-0.0316913525750584,0.242641967394897,-0.24065685267135,-0.43899402209886,0.145789061525337,-1.93379697804734,-1.90154385693451,-0.0220257672063795,-0.142597084994767,-0.629244058616707,-0.0809805485324389,-0.403493385367482
"8",2016-08-29,0.484595447532321,0.442598274712225,-0.479236560886009,0.789229428087679,0.632816988459539,0.538605155078598,-0.637302180817378,-0.320219700118929,0.7727013210588,0.798142670590374,-0.218574835606677,0.16498351154588,0.194222192720628,0.951248441957042,1.00092059584791,1.70109789221824,1.36953793712149,0.996291739326693,1.41082283899199,0.758151032028942,1.42991970753801,2.32525481397508,2.00764066430341,1.44115357245502,1.23167256267074,-1.0917991664987,1.24827429666143,1.90067135640297,1.74196877643085,0.0152877462960888,1.31026870354032,0.370991894730288,0.290371027237746,0.358745746306988
"9",2016-08-30,0.1080885898054,0.146873741015341,-0.0802586585170073,-0.0652575704069513,-0.416368824764513,1.00190388682146,0.0377231721393922,0.846967549243738,-0.383388214729397,0.0520243494923633,0.219053631722099,-0.290669110939623,1.14152041941675,-0.252178438137551,-0.64527688469761,-0.264732812495383,-0.180093032737627,-0.769211442310402,-0.482590942014405,-1.19888268231479,2.20796779136812,-2.48534692896634,-0.441707368464506,-0.491638217799062,-0.363040538178039,-1.79525453558402,-0.326551516662665,-0.988003399837567,-0.498734333519879,-0.953856711305423,-1.00712300165582,-0.197854472936465,-1.06368330990153,-0.817906061249007
"10",2016-08-31,-0.22927322649765,0,0.240961714303523,-0.13059345078098,-0.00856211825278619,-1.23305879597108,0.867449497915307,0,-0.128287912313196,-0.508361000892921,-0.765021031908197,-1.64236206727406,0.212926766756727,0.177414426460842,-0.440757037909001,-0.562761294099134,-0.460628567856924,-0.180017897383578,-0.0688094691287167,-0.28214857609371,-0.11939096768645,-1.31220832051036,0.513145072775179,-0.534757971359778,-1.01481700291028,0.042076598814389,-0.376773910552342,-0.00534993012671903,-0.445338626889935,-2.37951061066897,-0.47348727042007,-0.813419531158466,-3.07397001274506,-2.59965442199174
